# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-T" "6" "-p" "--donotsort" "-a" "consensus_peaks.mLb.clN.saf" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "UBR-18_R1.mLb.clN.bam" "UVR-11_R1.mLb.clN.bam" "UVR-14_R1.mLb.clN.bam" "PDR-4_R1.mLb.clN.bam" "DME-4_R1.mLb.clN.bam" 
Geneid	Chr	Start	End	Strand	Length	UBR-18_R1.mLb.clN.bam	UVR-11_R1.mLb.clN.bam	UVR-14_R1.mLb.clN.bam	PDR-4_R1.mLb.clN.bam	DME-4_R1.mLb.clN.bam
Interval_4974	chr14	53152898	53153575	+	678	38	25	27	58	27
Interval_4975	chr14	53217195	53217932	+	738	39	40	30	50	24
Interval_4976	chr14	53653665	53653879	+	215	4	3	4	12	2
Interval_4977	chr14	53929858	53930175	+	318	16	5	7	2	3
Interval_4978	chr14	54250454	54250706	+	253	1	11	2	4	0
Interval_4979	chr14	54396668	54397217	+	550	124	98	74	128	78
Interval_4980	chr14	54441237	54441681	+	445	64	47	36	51	28
Interval_4981	chr14	54488584	54489082	+	499	44	22	23	29	15
Interval_4982	chr14	54509604	54510149	+	546	76	61	38	62	37
Interval_4983	chr14	54627867	54628098	+	232	14	12	7	8	3
Interval_4984	chr14	54773647	54773898	+	252	7	8	5	7	11
Interval_4985	chr14	54881247	54881698	+	452	15	6	9	20	4
Interval_4986	chr14	54902146	54903236	+	1091	79	63	49	75	40
Interval_4987	chr14	55026885	55027440	+	556	47	54	43	56	36
Interval_4988	chr14	55051304	55052098	+	795	63	47	46	69	29
Interval_4989	chr14	55102278	55102500	+	223	18	15	11	25	10
Interval_4990	chr14	55129586	55129868	+	283	5	22	5	4	9
Interval_4991	chr14	55191445	55191813	+	369	42	33	22	43	23
Interval_4992	chr14	55271114	55271468	+	355	73	51	25	57	32
Interval_4993	chr14	55337816	55338038	+	223	46	20	14	34	8
Interval_4994	chr14	55411439	55411903	+	465	18	29	13	29	19
Interval_4995	chr14	55579903	55580195	+	293	28	30	14	21	8
Interval_4996	chr14	55807043	55807746	+	704	40	24	30	41	27
Interval_4997	chr14	56118105	56118440	+	336	48	36	11	20	7
Interval_4998	chr14	56579441	56579990	+	550	67	68	40	49	28
Interval_4999	chr14	57268564	57269513	+	950	89	53	44	85	34
Interval_5000	chr14	57389992	57391006	+	1015	84	70	42	79	50
Interval_5001	chr14	58199827	58200401	+	575	46	31	27	46	18
Interval_5002	chr14	58244414	58245208	+	795	104	74	51	87	33
Interval_5003	chr14	58297829	58298798	+	970	224	145	110	211	104
Interval_5004	chr14	58331089	58331372	+	284	27	15	19	27	10
Interval_5005	chr14	58395790	58396377	+	588	36	30	17	32	19
Interval_5006	chr14	58427519	58428057	+	539	47	54	45	57	19
Interval_5007	chr14	58767095	58767283	+	189	7	3	4	1	1
Interval_5008	chr14	59188070	59189080	+	1011	176	146	104	170	77
Interval_5009	chr14	59464566	59465194	+	629	27	17	20	43	15
Interval_5010	chr14	59483912	59484666	+	755	69	77	47	55	33
Interval_5011	chr14	59576606	59576896	+	291	22	13	20	21	10
Interval_5012	chr14	59849657	59849960	+	304	9	16	4	2	3
Interval_5013	chr14	59965030	59965522	+	493	23	18	8	11	12
Interval_5014	chr14	60091718	60092330	+	613	106	73	60	102	48
Interval_5015	chr14	60151739	60152007	+	269	22	16	12	27	6
Interval_5016	chr14	60164758	60165526	+	769	50	31	27	38	21
Interval_5017	chr14	60247930	60248156	+	227	25	16	12	28	13
Interval_5018	chr14	60248745	60249259	+	515	56	50	35	64	28
Interval_5019	chr14	60331271	60331985	+	715	39	32	19	30	12
Interval_5020	chr14	60570802	60571076	+	275	6	8	6	11	3
Interval_5021	chr14	60753559	60754075	+	517	34	24	25	32	20
Interval_5022	chr14	60980840	60981588	+	749	38	43	28	37	22
Interval_5023	chr14	61087533	61087754	+	222	7	3	3	9	4
Interval_5024	chr14	61280634	61281095	+	462	25	18	13	24	19
Interval_5025	chr14	61321433	61321683	+	251	10	10	2	15	5
Interval_5026	chr14	61342619	61342806	+	188	19	5	6	18	5
Interval_5027	chr14	61385552	61385726	+	175	17	4	4	8	4
Interval_5028	chr14	61476764	61477250	+	487	43	42	29	51	17
Interval_5029	chr14	61569841	61570068	+	228	9	6	7	9	14
Interval_5030	chr14	61662577	61663004	+	428	22	8	12	20	8
Interval_5031	chr14	61695009	61695596	+	588	85	69	50	81	35
Interval_5032	chr14	61762008	61762625	+	618	73	79	55	68	30
Interval_5033	chr14	62224097	62224368	+	272	6	16	4	1	4
Interval_5034	chr14	63543222	63543851	+	630	110	93	73	95	53
Interval_5035	chr14	63641339	63642558	+	1220	232	149	126	229	119
Interval_5036	chr14	63728161	63728456	+	296	21	21	13	18	5
Interval_5037	chr14	63747758	63747933	+	176	9	6	2	1	0
Interval_5038	chr14	63852859	63853429	+	571	37	29	10	30	11
Interval_5039	chr14	63864311	63864637	+	327	16	24	12	26	10
Interval_5040	chr14	64338731	64338937	+	207	23	17	17	25	14
Interval_5041	chr14	64387746	64388426	+	681	53	49	42	49	38
Interval_5042	chr14	64503610	64504831	+	1222	173	131	100	142	62
Interval_5043	chr14	64540326	64540736	+	411	70	60	54	60	39
Interval_5044	chr14	64914213	64914859	+	647	44	35	19	37	27
Interval_5045	chr14	64986685	64987380	+	696	104	77	54	89	43
Interval_5046	chr14	65102220	65102928	+	709	108	91	51	109	50
Interval_5047	chr14	65287721	65288045	+	325	13	21	5	15	1
Interval_5048	chr14	65411809	65412798	+	990	107	79	56	92	45
Interval_5049	chr14	65928097	65928292	+	196	6	6	3	12	3
Interval_5050	chr14	66495677	66495966	+	290	7	8	5	14	3
Interval_5051	chr14	66507764	66508425	+	662	70	54	53	57	50
Interval_5052	chr14	66742521	66742789	+	269	2	3	2	2	9
Interval_5053	chr14	67240957	67241775	+	819	73	51	44	61	29
Interval_5054	chr14	67359773	67360594	+	822	150	108	83	104	59
Interval_5055	chr14	67412020	67412208	+	189	7	3	5	11	0
Interval_5056	chr14	67488047	67488857	+	811	28	48	31	29	19
Interval_5057	chr14	67599891	67600485	+	595	35	44	24	33	24
Interval_5058	chr14	67619553	67619992	+	440	33	34	21	28	21
Interval_5059	chr14	67674441	67674992	+	552	46	32	25	34	33
Interval_5060	chr14	67694878	67695167	+	290	9	8	13	9	6
Interval_5061	chr14	67695527	67695863	+	337	25	30	16	19	17
Interval_5062	chr14	67816256	67816959	+	704	39	40	30	43	26
Interval_5063	chr14	67819677	67819994	+	318	21	16	14	30	7
Interval_5064	chr14	68210609	68211109	+	501	34	28	15	28	21
Interval_5065	chr14	68283412	68283916	+	505	25	14	21	26	12
Interval_5066	chr14	68685325	68686014	+	690	29	25	13	31	19
Interval_5067	chr14	68793057	68793527	+	471	64	52	33	41	17
Interval_5068	chr14	68816447	68816930	+	484	40	28	21	43	16
Interval_5069	chr14	68843940	68844186	+	247	17	11	3	4	6
Interval_5070	chr14	69152860	69153438	+	579	61	50	36	92	33
Interval_5071	chr14	69347956	69348224	+	269	3	2	12	2	4
Interval_5072	chr14	69398173	69398771	+	599	83	53	45	72	37
Interval_5073	chr14	69625515	69625790	+	276	17	18	8	8	4
Interval_5074	chr14	69726835	69727380	+	546	24	20	11	26	16
Interval_5075	chr14	69766834	69767960	+	1127	68	66	50	58	37
Interval_5076	chr14	69781506	69781724	+	219	1	3	9	9	0
Interval_5077	chr14	69823110	69823328	+	219	15	7	4	0	2
Interval_5078	chr14	70359479	70359842	+	364	32	29	11	30	9
Interval_5079	chr14	70655495	70655697	+	203	13	6	5	8	4
Interval_5080	chr14	70809698	70809889	+	192	19	14	13	10	5
Interval_5081	chr14	70817783	70817968	+	186	29	18	13	24	8
Interval_5082	chr14	70907370	70907687	+	318	32	24	24	37	7
Interval_5083	chr14	70941514	70941782	+	269	6	9	6	15	5
Interval_5084	chr14	71320060	71321102	+	1043	73	63	36	85	41
Interval_5085	chr14	71398995	71399373	+	379	25	22	15	25	7
Interval_5086	chr14	71479064	71479277	+	214	3	2	6	2	1
Interval_5087	chr14	72476786	72477096	+	311	10	10	7	19	3
Interval_5088	chr14	72893975	72894277	+	303	31	29	27	29	12
Interval_5089	chr14	72926028	72926800	+	773	99	56	44	78	51
Interval_5090	chr14	73026943	73027387	+	445	59	48	42	73	29
Interval_5091	chr14	73058177	73058758	+	582	111	55	54	98	43
Interval_5092	chr14	73136312	73137015	+	704	67	54	36	36	28
Interval_5093	chr14	73458553	73458851	+	299	93	74	49	83	44
Interval_5094	chr14	73490909	73491726	+	818	27	38	25	37	29
Interval_5095	chr14	73569205	73569532	+	328	23	7	10	9	7
Interval_5096	chr14	73592111	73592453	+	343	14	8	10	19	1
Interval_5097	chr14	73612448	73612688	+	241	16	8	13	8	4
Interval_5098	chr14	73644831	73645241	+	411	29	16	17	30	10
Interval_5099	chr14	73713847	73714461	+	615	15	26	7	26	14
Interval_5100	chr14	73760080	73760474	+	395	45	45	32	41	34
Interval_5101	chr14	73785827	73786151	+	325	8	25	11	16	4
Interval_5102	chr14	73851872	73852231	+	360	16	28	19	17	12
Interval_5103	chr14	73886512	73886970	+	459	33	16	13	34	16
Interval_5104	chr14	73949889	73950630	+	742	86	66	50	53	32
Interval_5105	chr14	74018896	74019392	+	497	43	29	19	38	8
Interval_5106	chr14	74084406	74085186	+	781	272	178	139	254	109
Interval_5107	chr14	74302751	74303141	+	391	30	25	15	19	12
Interval_5108	chr14	74493304	74493866	+	563	124	77	69	117	43
Interval_5109	chr14	74609067	74609295	+	229	10	13	9	5	12
Interval_5110	chr14	74618278	74618601	+	324	18	19	18	18	12
Interval_5111	chr14	74713103	74713296	+	194	21	8	3	8	7
Interval_5112	chr14	74763063	74763694	+	632	80	58	30	78	37
Interval_5113	chr14	74881650	74882028	+	379	23	24	22	24	8
Interval_5114	chr14	75002545	75002990	+	446	85	41	33	81	29
Interval_5115	chr14	75126777	75127472	+	696	35	19	20	34	15
Interval_5116	chr14	75176095	75177044	+	950	77	63	60	79	36
Interval_5117	chr14	75249517	75249941	+	425	28	18	12	42	12
Interval_5118	chr14	75258945	75259533	+	589	130	95	60	118	38
Interval_5119	chr14	75278455	75279130	+	676	96	71	45	65	33
Interval_5120	chr14	75294161	75294551	+	391	43	30	26	36	19
Interval_5121	chr14	75522382	75522657	+	276	12	7	5	16	9
Interval_5122	chr14	75660854	75661572	+	719	97	78	68	83	38
Interval_5123	chr14	75982117	75982618	+	502	27	19	17	18	8
Interval_5124	chr14	75985675	75986004	+	330	16	21	12	25	14
Interval_5125	chr14	76151661	76152139	+	479	33	50	25	43	16
Interval_5126	chr14	76257157	76257350	+	194	4	2	9	1	0
Interval_5127	chr14	76768380	76768650	+	271	33	47	16	27	11
Interval_5128	chr14	76812807	76813209	+	403	39	26	23	30	15
Interval_5129	chr14	76867894	76868114	+	221	6	15	8	2	1
Interval_5130	chr14	76956087	76956454	+	368	17	18	22	26	7
Interval_5131	chr14	76956523	76956912	+	390	34	44	10	21	15
Interval_5132	chr14	76961821	76962195	+	375	69	76	34	41	23
Interval_5133	chr14	76977979	76978174	+	196	12	19	8	13	6
Interval_5134	chr14	77033696	77033929	+	234	14	7	8	6	5
Interval_5135	chr14	77040073	77040869	+	797	47	55	54	59	29
Interval_5136	chr14	77053303	77053493	+	191	3	7	4	14	1
Interval_5137	chr14	77097747	77098405	+	659	161	140	87	142	68
Interval_5138	chr14	77121319	77121650	+	332	26	8	7	9	10
Interval_5139	chr14	77196367	77196702	+	336	4	5	3	11	4
Interval_5140	chr14	77320352	77320761	+	410	35	37	27	40	19
Interval_5141	chr14	77320948	77321793	+	846	135	96	90	131	69
Interval_5142	chr14	77376881	77377602	+	722	40	29	24	52	34
Interval_5143	chr14	77457395	77458261	+	867	98	90	60	135	48
Interval_5144	chr14	77581113	77581379	+	267	2	1	2	12	3
Interval_5145	chr14	77616496	77617165	+	670	110	100	65	131	64
Interval_5146	chr14	77707609	77708135	+	527	34	15	19	23	16
Interval_5147	chr14	77760729	77761466	+	738	46	29	46	47	21
Interval_5148	chr14	77800018	77800499	+	482	36	27	21	44	30
Interval_5149	chr14	78222168	78222551	+	384	18	8	5	9	4
Interval_5150	chr14	78771446	78771652	+	207	14	5	1	1	1
Interval_5151	chr14	79267145	79267455	+	311	9	2	2	2	1
Interval_5152	chr14	79542965	79543153	+	189	8	2	1	10	0
Interval_5153	chr14	80360825	80361008	+	184	8	2	1	8	0
Interval_5154	chr14	80763316	80763490	+	175	9	2	1	2	0
Interval_5155	chr14	80930880	80931510	+	631	44	29	30	71	26
Interval_5156	chr14	80941693	80942178	+	486	31	24	23	23	11
Interval_5157	chr14	81170224	81170821	+	598	59	49	35	65	42
Interval_5158	chr14	81219402	81219682	+	281	31	35	24	38	19
Interval_5159	chr14	81220788	81221522	+	735	90	77	60	92	40
Interval_5160	chr14	81371111	81371393	+	283	5	13	4	7	4
Interval_5161	chr14	81533661	81534189	+	529	158	127	103	201	86
Interval_5162	chr14	82011778	82011990	+	213	4	6	3	12	3
Interval_5163	chr14	85607726	85607969	+	244	14	15	8	10	4
Interval_5164	chr14	85934177	85934939	+	763	82	60	62	92	40
Interval_5165	chr14	87992652	87993539	+	888	89	70	49	97	19
Interval_5166	chr14	88005123	88005373	+	251	8	11	8	19	4
Interval_5167	chr14	88006158	88006729	+	572	24	28	21	42	15
Interval_5168	chr14	88385504	88385854	+	351	26	28	16	17	16
Interval_5169	chr14	88562865	88563444	+	580	34	32	26	28	17
Interval_5170	chr14	88792433	88793031	+	599	43	27	18	31	18
Interval_5171	chr14	88824306	88824819	+	514	33	29	24	36	31
Interval_5172	chr14	89430642	89430972	+	331	20	13	7	21	9
Interval_5173	chr14	89466671	89466902	+	232	9	5	6	12	1
Interval_5174	chr14	89619106	89619309	+	204	11	8	4	16	2
Interval_5175	chr14	89720649	89721139	+	491	41	41	35	40	22
Interval_5176	chr14	89773728	89774146	+	419	15	14	9	23	9
Interval_5177	chr14	89954695	89955170	+	476	71	55	45	70	25
Interval_5178	chr14	89955225	89956238	+	1014	54	55	32	47	38
Interval_5179	chr14	90087569	90087889	+	321	17	10	3	7	3
Interval_5180	chr14	90331722	90332175	+	454	28	37	17	28	19
Interval_5181	chr14	90382963	90383641	+	679	116	68	57	59	34
Interval_5182	chr14	90396865	90397519	+	655	62	39	28	64	30
Interval_5183	chr14	90828216	90828401	+	186	20	23	12	25	15
Interval_5184	chr14	91060387	91061130	+	744	214	138	137	199	102
Interval_5185	chr14	91228493	91228676	+	184	4	9	5	10	5
Interval_5186	chr14	91229024	91229232	+	209	13	3	5	2	8
Interval_5187	chr14	91229798	91230186	+	389	12	5	15	24	7
Interval_5188	chr14	91315856	91316130	+	275	20	7	17	29	12
Interval_5189	chr14	91323761	91324357	+	597	28	33	25	34	21
Interval_5190	chr14	91510067	91510909	+	843	76	62	37	76	31
Interval_5191	chr14	91667061	91667287	+	227	4	14	1	2	4
Interval_5192	chr14	91873329	91873860	+	532	37	19	11	19	9
Interval_5193	chr14	92039780	92040487	+	708	63	38	27	44	24
Interval_5194	chr14	92085443	92085756	+	314	3	4	2	11	2
Interval_5195	chr14	92106173	92106854	+	682	79	57	54	71	39
Interval_5196	chr14	92531408	92531739	+	332	21	19	14	21	18
Interval_5197	chr14	92692534	92692792	+	259	15	12	7	3	3
Interval_5198	chr14	92704453	92704708	+	256	13	12	6	14	6
Interval_5199	chr14	92793875	92794445	+	571	89	75	53	73	50
Interval_5200	chr14	93150235	93150460	+	226	2	6	4	10	4
Interval_5201	chr14	93184836	93185109	+	274	29	25	19	24	12
Interval_5202	chr14	93206782	93207442	+	661	57	35	32	34	18
Interval_5203	chr14	93332792	93333347	+	556	38	48	35	42	26
Interval_5204	chr14	94026176	94026415	+	240	44	38	33	43	22
Interval_5205	chr14	94081065	94081539	+	475	60	40	31	60	22
Interval_5206	chr14	94946557	94946792	+	236	8	8	5	13	3
Interval_5207	chr14	95157253	95157884	+	632	54	43	27	38	28
Interval_5208	chr14	95337049	95337264	+	216	9	3	3	1	1
Interval_5209	chr14	95534542	95535041	+	500	170	120	103	145	77
Interval_5210	chr14	96363111	96363660	+	550	37	45	26	39	10
Interval_5211	chr14	96363692	96363923	+	232	14	8	5	10	0
Interval_5212	chr14	96391560	96392159	+	600	79	70	53	84	35
Interval_5213	chr14	96424197	96424574	+	378	18	9	5	12	7
Interval_5214	chr14	96501857	96502625	+	769	71	59	46	55	16
Interval_5215	chr14	96797143	96797451	+	309	43	21	22	27	8
Interval_5216	chr14	97223561	97223944	+	384	10	11	11	2	3
Interval_5217	chr14	97458810	97459116	+	307	26	16	10	18	12
Interval_5218	chr14	97602536	97602706	+	171	10	8	5	2	6
Interval_5219	chr14	97603119	97603518	+	400	8	14	9	26	8
Interval_5220	chr14	97978086	97978272	+	187	8	3	0	11	1
Interval_5221	chr14	97994253	97994480	+	228	10	5	5	13	7
Interval_5222	chr14	98079873	98080053	+	181	4	3	0	6	3
Interval_5223	chr14	98275354	98275531	+	178	11	2	2	2	2
Interval_5224	chr14	98388347	98388675	+	329	17	10	3	3	1
Interval_5225	chr14	98984608	98984899	+	292	8	8	4	19	7
Interval_5226	chr14	99055840	99056036	+	197	19	16	7	13	13
Interval_5227	chr14	99230235	99230446	+	212	20	11	4	24	9
Interval_5228	chr14	99272193	99272402	+	210	26	8	14	28	14
Interval_5229	chr14	99287264	99287492	+	229	14	6	5	10	7
Interval_5230	chr14	99480855	99481562	+	708	220	169	107	205	87
Interval_5231	chr14	99604272	99604634	+	363	63	30	36	46	27
Interval_5232	chr14	99683702	99684341	+	640	64	58	35	66	35
Interval_5233	chr14	100068382	100068972	+	591	23	32	18	44	9
Interval_5234	chr14	100192781	100193431	+	651	124	78	46	97	44
Interval_5235	chr14	100214338	100214635	+	298	15	16	15	27	9
Interval_5236	chr14	100221452	100221766	+	315	29	15	9	11	6
Interval_5237	chr14	100238646	100238919	+	274	55	39	40	49	30
Interval_5238	chr14	100285691	100285881	+	191	16	10	6	13	4
Interval_5239	chr14	100341455	100341719	+	265	21	17	7	3	7
Interval_5240	chr14	100376048	100376652	+	605	54	33	35	32	25
Interval_5241	chr14	101707433	101707831	+	399	31	17	11	16	11
Interval_5242	chr14	101721949	101722409	+	461	35	23	31	51	17
Interval_5243	chr14	101761110	101761552	+	443	29	38	18	54	21
Interval_5244	chr14	101809785	101810420	+	636	46	39	37	54	27
Interval_5245	chr14	101947969	101948565	+	597	126	95	54	110	54
Interval_5246	chr14	101961292	101961492	+	201	14	7	4	9	2
Interval_5247	chr14	101964482	101964752	+	271	12	15	9	21	8
Interval_5248	chr14	102086842	102087284	+	443	39	39	27	31	14
Interval_5249	chr14	102139380	102140145	+	766	89	56	41	55	27
Interval_5250	chr14	102304944	102305376	+	433	29	19	25	22	21
Interval_5251	chr14	102316953	102317326	+	374	33	24	19	32	15
Interval_5252	chr14	102362799	102363222	+	424	26	35	18	30	17
Interval_5253	chr14	102524621	102525116	+	496	30	33	15	52	25
Interval_5254	chr14	102592099	102592663	+	565	62	49	29	58	22
Interval_5255	chr14	102630095	102630451	+	357	19	5	3	4	2
Interval_5256	chr14	102801570	102801814	+	245	2	11	0	2	3
Interval_5257	chr14	103333753	103334603	+	851	100	71	58	75	45
Interval_5258	chr14	103385041	103385669	+	629	67	51	49	65	26
Interval_5259	chr14	103562332	103562601	+	270	12	5	10	5	7
Interval_5260	chr14	103562921	103563152	+	232	11	12	7	15	11
Interval_5261	chr14	103629057	103629595	+	539	28	20	9	23	12
Interval_5262	chr14	103715372	103715769	+	398	121	105	72	118	64
Interval_5263	chr14	103921321	103921684	+	364	28	32	10	27	6
Interval_5264	chr14	104723744	104723973	+	230	4	12	6	15	5
Interval_5265	chr14	104752567	104753187	+	621	124	101	68	99	61
Interval_5266	chr14	104815803	104816378	+	576	47	34	29	28	26
Interval_5267	chr14	105006010	105006228	+	219	5	3	10	5	1
Interval_5268	chr14	105020932	105021482	+	551	64	60	43	60	25
Interval_5269	chr14	105065403	105065643	+	241	50	35	30	48	26
Interval_5270	chr14	105253731	105253945	+	215	2	16	5	5	2
Interval_5271	chr14	105300894	105301436	+	543	44	39	31	49	27
Interval_5272	chr14	105481839	105482230	+	392	48	33	28	42	16
Interval_5273	chr14	105490740	105491633	+	894	190	162	101	182	113
Interval_5274	chr14	105575928	105576156	+	229	4	13	4	1	6
Interval_5275	chr14	105616483	105616683	+	201	6	8	9	14	3
Interval_5276	chr14	105616856	105617662	+	807	40	36	25	26	16
Interval_5277	chr14	105623012	105623421	+	410	8	39	4	3	10
Interval_5278	chr14	105624314	105624534	+	221	5	7	3	12	6
Interval_5279	chr14	105680839	105681145	+	307	18	16	4	4	8
Interval_5280	chr14	105818159	105818355	+	197	13	5	5	5	1
Interval_5281	chr14	105986578	105987007	+	430	15	10	7	17	10
Interval_5282	chr14	106184810	106185025	+	216	10	10	8	24	7
Interval_5283	chr14	106260455	106260692	+	238	9	12	4	17	3
Interval_5284	chr14	106261652	106261945	+	294	4	16	5	10	0
Interval_5285	chr14	106327788	106328086	+	299	18	4	4	2	3
Interval_5286	chr14	106507006	106507203	+	198	13	11	7	9	8
Interval_5287	chr14	106511107	106511316	+	210	10	7	10	15	9
Interval_5288	chr14	106627131	106627817	+	687	16	17	9	24	15
Interval_5289	chr14	106872728	106873134	+	407	14	22	11	18	13
Interval_5290	chr15	17000414	17000886	+	473	29	10	15	25	23
Interval_5291	chr15	17009106	17009327	+	222	10	5	10	8	8
Interval_5292	chr15	18405750	18405968	+	219	0	12	3	1	1
Interval_5293	chr15	18418936	18419315	+	380	0	17	0	0	0
Interval_5294	chr15	18561275	18561560	+	286	0	27	0	0	0
Interval_5295	chr15	18910999	18911264	+	266	12	2	10	5	9
Interval_5296	chr15	19563599	19563845	+	247	8	9	5	8	11
Interval_5297	chr15	19563970	19564297	+	328	27	12	9	12	14
Interval_5298	chr15	19640111	19640495	+	385	27	3	12	11	10
Interval_5299	chr15	19685311	19685743	+	433	0	30	2	3	0
Interval_5300	chr15	20013123	20013395	+	273	16	5	8	1	3
Interval_5301	chr15	20021966	20022275	+	310	4	17	5	1	6
Interval_5302	chr15	20027098	20027332	+	235	0	13	5	3	1
Interval_5303	chr15	20043196	20043571	+	376	2	22	7	5	3
Interval_5304	chr15	20065618	20065873	+	256	3	18	5	8	7
Interval_5305	chr15	20074045	20074241	+	197	3	10	3	11	2
Interval_5306	chr15	20105144	20105357	+	214	18	26	6	4	6
Interval_5307	chr15	20122025	20122801	+	777	13	33	6	14	10
Interval_5308	chr15	20143080	20143425	+	346	4	20	8	3	3
Interval_5309	chr15	20180346	20180797	+	452	2	23	5	5	6
Interval_5310	chr15	20227351	20227618	+	268	13	26	8	17	8
Interval_5311	chr15	20255563	20255759	+	197	4	29	6	15	6
Interval_5312	chr15	20289709	20289921	+	213	4	17	15	8	6
Interval_5313	chr15	20300838	20301200	+	363	12	80	11	11	12
Interval_5314	chr15	20301822	20302031	+	210	18	25	11	9	12
Interval_5315	chr15	20329965	20330226	+	262	2	16	2	1	1
Interval_5316	chr15	20341412	20341653	+	242	51	126	55	37	34
Interval_5317	chr15	20409471	20409853	+	383	7	38	6	10	3
Interval_5318	chr15	20421689	20422271	+	583	21	63	15	9	6
Interval_5319	chr15	20439045	20439370	+	326	9	20	4	1	5
Interval_5320	chr15	20550390	20550588	+	199	2	7	9	7	2
Interval_5321	chr15	20592571	20593110	+	540	5	25	6	5	4
Interval_5322	chr15	20612420	20612784	+	365	6	19	4	14	9
Interval_5323	chr15	20629255	20629797	+	543	16	30	10	7	0
Interval_5324	chr15	20646042	20646354	+	313	25	56	9	15	19
Interval_5325	chr15	20729995	20730581	+	587	4	30	4	1	2
Interval_5326	chr15	20738038	20738332	+	295	1	9	2	0	3
Interval_5327	chr15	20762257	20762719	+	463	4	27	8	3	13
Interval_5328	chr15	21017361	21017616	+	256	3	23	3	7	6
Interval_5329	chr15	21024380	21025004	+	625	8	35	6	16	11
Interval_5330	chr15	21052861	21053284	+	424	4	23	7	5	8
Interval_5331	chr15	21110323	21110703	+	381	37	47	37	6	28
Interval_5332	chr15	21112537	21112752	+	216	20	9	4	4	7
Interval_5333	chr15	21149222	21149464	+	243	4	22	4	5	7
Interval_5334	chr15	21260932	21261418	+	487	26	48	16	17	9
Interval_5335	chr15	21262441	21262713	+	273	13	39	9	16	12
Interval_5336	chr15	21285780	21286296	+	517	4	28	11	10	7
Interval_5337	chr15	21327687	21327921	+	235	1	19	0	8	3
Interval_5338	chr15	21331886	21332392	+	507	6	18	4	4	3
